,Code,Name,Code_1,Type,Realm,Inhabitant,Mapped,Crosslist,Comments,English,Westron,Quenya,Sindarin,Khuzdul,Rohirric,Other,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,SHAPE_Leng,SHAPE_Area,F15,Range,F30,Status,layer,path,River,Outflow,Tributary,Id,Name_1,Owner,F12,F13,Maker,Occupant,Created,geometry
73,HI025,Far Downs,HI025,,The Shire,Hobbits,x,SH057,,Far Downs; Fox Downs (incorrect printing),,,,,,,,,,,,,,,,,,,,,483903.2894,863591395.9,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (2981680.8562974525 2703513.0860518855)
74,HI025,Far Downs,HI025,,The Shire,Hobbits,x,SH057,,Far Downs; Fox Downs (incorrect printing),,,,,,,,,,,,,,,,,,,,,483903.2894,863591395.9,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (2974852.781536644 2726270.5929596527)
75,HI025,Far Downs,HI025,,The Shire,Hobbits,x,SH057,,Far Downs; Fox Downs (incorrect printing),,,,,,,,,,,,,,,,,,,,,483903.2894,863591395.9,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (2972826.702356147 2749559.123132919)
76,HI025,Far Downs,HI025,,The Shire,Hobbits,x,SH057,,Far Downs; Fox Downs (incorrect printing),,,,,,,,,,,,,,,,,,,,,483903.2894,863591395.9,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (2970433.066116615 2770164.2970089274)
77,HI025,Far Downs,HI025,,The Shire,Hobbits,x,SH057,,Far Downs; Fox Downs (incorrect printing),,,,,,,,,,,,,,,,,,,,,483903.2894,863591395.9,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (2984021.329869199 2796608.311501045)
78,HI033,Hills of Scary,HI033,,The Shire,Hobbits,x,SH024,,Hills of Scary,,,,,,,,,,,,,,,,,,,,,115984.0337,448490039.8,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3121846.184861388 2752251.310475524)
79,HI053,White Downs,HI053,,The Shire,Hobbits,x,SH056,,White Downs,,,,,,,,,,,,,,,,,,,,,796161.7955,1794571210,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3084422.0265883133 2604442.9420288447)
80,HI053,White Downs,HI053,,The Shire,Hobbits,x,SH056,,White Downs,,,,,,,,,,,,,,,,,,,,,796161.7955,1794571210,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3066231.865395587 2630082.2326328177)
81,HI053,White Downs,HI053,,The Shire,Hobbits,x,SH056,,White Downs,,,,,,,,,,,,,,,,,,,,,796161.7955,1794571210,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3041291.7911762693 2635896.811104237)
82,HI053,White Downs,HI053,,The Shire,Hobbits,x,SH056,,White Downs,,,,,,,,,,,,,,,,,,,,,796161.7955,1794571210,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3055990.268620163 2628533.982456853)
83,HI053,White Downs,HI053,,The Shire,Hobbits,x,SH056,,White Downs,,,,,,,,,,,,,,,,,,,,,796161.7955,1794571210,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3021883.569642307 2658408.595211311)
84,HI053,White Downs,HI053,,The Shire,Hobbits,x,SH056,,White Downs,,,,,,,,,,,,,,,,,,,,,796161.7955,1794571210,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (2996191.108774769 2700385.7652472034)
85,HI053,White Downs,HI053,,The Shire,Hobbits,x,SH056,,White Downs,,,,,,,,,,,,,,,,,,,,,796161.7955,1794571210,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (2985524.2669429984 2746323.337468591)
86,HI012,Bree-hill,HI012,,Bree-land,"Men, Hobbits",x,,,Bree-hill,,,,,,,,,,,,,,,,,,,,,85873.22595,388413284.6,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3205043.9161295085 2745800.33376193)
87,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3299443.6109336005 2593412.5353318374)
88,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3291885.057707422 2595646.7293570326)
89,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3289722.8860935466 2597442.657623969)
90,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3308039.3194274222 2615297.852759727)
91,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3321418.548663667 2616323.1497365865)
92,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3312320.8309064163 2619142.987895329)
93,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3311654.306615609 2620851.1790945884)
94,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3309153.1235076184 2624313.009582833)
95,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3322283.1432544063 2627384.280036099)
96,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3328335.2152439975 2635554.440705037)
97,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3307175.9616254596 2659079.744522364)
98,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3306964.4449132145 2660845.7627598206)
99,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3295149.5102703907 2671966.593850927)
100,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3290747.758419418 2676738.502227169)
101,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3274904.2192810974 2681690.0708133313)
102,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3243804.4572312995 2683047.5658005434)
103,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3231495.897586051 2692777.9296626975)
104,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3261338.8606668203 2694513.306365191)
105,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3247788.241000113 2701655.4670260767)
106,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3272254.422201493 2693526.948637842)
107,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3232555.385830904 2706008.99538138)
108,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3244522.775184748 2705606.9609415964)
109,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3230106.172671378 2709500.000960802)
110,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3232881.5769355535 2708811.553044559)
111,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3235414.6552174287 2708745.402299807)
112,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3232432.0101331393 2710484.58629868)
113,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3227977.7919087466 2710845.2061033915)
114,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3224762.0906919483 2712975.7252981784)
115,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3225002.936818776 2714496.4900587657)
116,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3220722.455421628 2716400.2070128703)
117,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3221168.7619666997 2717604.8888818445)
118,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3217719.265376895 2718629.926353706)
119,HI045,South Downs,HI045,,Abandoned,Uninhabited,x,,,South Downs,,,,,,,,,,,,,,,,,,,,,962117.679,5831279379,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3269503.6571700326 2653724.9072604557)
120,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3244126.0010473127 2605210.575246481)
121,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3239789.7116985735 2607898.692254072)
122,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3253028.714798526 2605019.1999247195)
123,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3208874.10815121 2611559.047897563)
124,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3227576.1539386306 2613178.0929048834)
125,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3233837.295997101 2608681.6039117556)
126,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3219058.406669272 2616668.8561597303)
127,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3258209.9448981704 2623112.4763325937)
128,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3199268.7398899193 2626720.777644517)
129,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3199333.515537385 2630300.509106578)
130,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3205293.111570894 2628700.540727511)
131,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3212885.6597442455 2632867.189142938)
132,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3198830.110138557 2635795.5585931605)
133,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3187001.0677445508 2642009.5830594352)
134,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3193546.242447943 2643832.198848866)
135,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3182684.6747446205 2652370.4747163868)
136,HI011,Barrow-downs,HI011,,Abandoned,Barrow-wights,x,GR002,,Barrow-downs,,,Tyrn Gorthad/Tyrn Goerthiad (plural),,,,,,,,,,,,,,,,,,754236.7778,3612863006,,,,,Hills,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Hills.shp,,,,,,,,,,,,POINT (3183132.7570689586 2674774.058597167)
